Order_ID,Date,Product,Region,Quantity,Sales,Profit,Category,City,Customer_Type,Discount_Percent,Sales_Channel,Payment_Method
3229,2025-05-01,Flower Pots (5 pcs),South TN,1,178,54,Ground,Thoothukudi,Retail,1,Shop,Cash
2161,2025-05-02,Bijili Crackers (100),North TN,4,480,142,Sound,Thanjavur,Retail,0,Phone/WhatsApp,Cash
2712,2025-05-02,Family Gift Box,West TN,17,22440,4999,Gift Box,Salem,Gifting,12,Phone/WhatsApp,Cash
3146,2025-05-02,Ground Chakkar (10 pcs),South TN,1,134,43,Ground,Madurai,Retail,4,Shop,UPI
2181,2025-05-03,Bijili Crackers (100),West TN,181,14987,3906,Sound,Erode,Dealer,31,Shop,Cash
2244,2025-05-03,Flower Pots (5 pcs),West TN,5,882,311,Ground,Salem,Retail,2,Shop,UPI
2632,2025-05-03,Atom Bomb (10 pcs),South TN,5,768,213,Sound,Ramanathapuram,Retail,4,Online,UPI
2008,2025-05-07,Multi Shot 30 Shot,Chennai,17,16116,3796,Aerial,Tambaram,Wholesale,21,Shop,UPI
2209,2025-05-07,Sparklers (10 pcs),North TN,5,297,92,Sparklers,Vellore,Retail,1,Shop,Cash
2890,2025-05-07,Rockets (10 pcs),Other States,6,1307,502,Aerial,Kochi,Retail,1,Shop,UPI
2500,2025-05-08,Sparklers (10 pcs),North TN,81,3499,997,Sparklers,Thanjavur,Dealer,28,Phone/WhatsApp,Cash
2717,2025-05-08,Family Gift Box,Other States,30,40500,12369,Gift Box,Kochi,Gifting,10,Shop,UPI
3110,2025-05-08,Atom Bomb (10 pcs),West TN,4,634,194,Sound,Erode,Retail,1,Shop,UPI
2148,2025-05-09,Lakshmi Vedi (10 pcs),Chennai,73,5453,1716,Sound,Tambaram,Wholesale,17,Shop,UPI
3126,2025-05-09,Lakshmi Vedi (10 pcs),North TN,4,353,116,Sound,Cuddalore,Retail,2,Phone/WhatsApp,UPI
3132,2025-05-09,Sky Shot 7 Shot,Chennai,96,31104,5981,Aerial,Tambaram,Dealer,28,Phone/WhatsApp,Cash
2867,2025-05-10,Lakshmi Vedi (10 pcs),West TN,64,4378,1291,Sound,Coimbatore,Wholesale,24,Shop,Cash
2194,2025-05-11,Flower Pots (5 pcs),Chennai,26,3650,1205,Ground,Chennai,Wholesale,22,Shop,UPI
2648,2025-05-12,Bijili Crackers (100),Other States,58,5568,1539,Sound,Bengaluru,Wholesale,20,Shop,Cash
2486,2025-05-13,Lakshmi Vedi (10 pcs),West TN,72,5249,1339,Sound,Erode,Wholesale,19,Phone/WhatsApp,UPI
2534,2025-05-14,Kids Special Pack,Chennai,28,12740,4970,Gift Box,Tambaram,Gifting,9,Online,UPI
2323,2025-05-16,Lakshmi Vedi (10 pcs),South TN,155,10742,2540,Sound,Ramanathapuram,Dealer,23,Shop,UPI
2393,2025-05-16,Flower Pots (5 pcs),South TN,45,6156,1736,Ground,Tirunelveli,Wholesale,24,Online,Cash
2861,2025-05-16,Lakshmi Vedi (10 pcs),Other States,3,265,71,Sound,Bengaluru,Retail,2,Shop,Card
2871,2025-05-16,Sky Shot 7 Shot,West TN,127,41148,10508,Aerial,Coimbatore,Dealer,28,Shop,UPI
2188,2025-05-19,Atom Bomb (10 pcs),Chennai,21,3024,793,Sound,Chennai,Gifting,10,Online,UPI
2479,2025-05-19,Bijili Crackers (100),South TN,73,7096,1606,Sound,Virudhunagar,Wholesale,19,Phone/WhatsApp,UPI
2745,2025-05-19,Sparklers (10 pcs),Other States,42,2041,664,Sparklers,Kochi,Wholesale,19,Phone/WhatsApp,UPI
2007,2025-05-20,Ground Chakkar (10 pcs),South TN,5,693,250,Ground,Ramanathapuram,Retail,1,Shop,Cash
2199,2025-05-20,Sparklers (10 pcs),South TN,32,1440,426,Sparklers,Thoothukudi,Wholesale,25,Shop,UPI
2250,2025-05-21,Family Gift Box,Chennai,5,7425,1980,Gift Box,Chennai,Retail,1,Online,UPI
2552,2025-05-21,Sky Shot 7 Shot,Other States,1,446,149,Aerial,Hyderabad,Retail,1,Phone/WhatsApp,UPI
2957,2025-05-21,Bijili Crackers (100),North TN,4,475,142,Sound,Trichy,Retail,1,Phone/WhatsApp,UPI
3061,2025-05-21,Sparklers (10 pcs),North TN,6,356,108,Sparklers,Trichy,Retail,1,Shop,UPI
2521,2025-05-23,Sparklers (10 pcs),Chennai,35,1659,460,Sparklers,Chennai,Wholesale,21,Shop,Cash
2647,2025-05-23,Rockets (10 pcs),Chennai,196,31478,10802,Aerial,Kancheepuram,Dealer,27,Phone/WhatsApp,UPI
2944,2025-05-24,Lakshmi Vedi (10 pcs),Chennai,34,2632,695,Sound,Avadi,Gifting,14,Phone/WhatsApp,Cash
3274,2025-05-26,Ground Chakkar (10 pcs),North TN,6,832,296,Ground,Thanjavur,Retail,1,Shop,UPI
2940,2025-05-29,Ground Chakkar (10 pcs),South TN,105,10878,3215,Ground,Madurai,Dealer,26,Shop,Cash
2396,2025-05-31,Atom Bomb (10 pcs),South TN,46,6035,1537,Sound,Virudhunagar,Wholesale,18,Phone/WhatsApp,Cash
2499,2025-05-31,Rockets (10 pcs),Chennai,2,440,145,Aerial,Chennai,Retail,0,Phone/WhatsApp,UPI
3316,2025-06-02,Atom Bomb (10 pcs),Other States,23,3275,896,Sound,Hyderabad,Gifting,11,Shop,Cash
2220,2025-06-03,Bijili Crackers (100),North TN,78,7675,1690,Sound,Cuddalore,Wholesale,18,Shop,Cash
3382,2025-06-03,Fancy Fountain,Chennai,28,8918,2551,Fancy,Tambaram,Gifting,9,Shop,Cash
2995,2025-06-05,Bijili Crackers (100),Chennai,2,233,78,Sound,Kancheepuram,Retail,3,Online,UPI
3016,2025-06-05,Deluxe Gift Box,West TN,1,3325,758,Gift Box,Erode,Retail,5,Shop,UPI
2261,2025-06-06,Deluxe Gift Box,Other States,1,3325,808,Gift Box,Hyderabad,Retail,5,Shop,UPI
3144,2025-06-06,Atom Bomb (10 pcs),South TN,155,18600,4024,Sound,Tirunelveli,Dealer,25,Shop,Cash
3181,2025-06-06,Family Gift Box,South TN,10,11850,2693,Gift Box,Ramanathapuram,Wholesale,21,Online,UPI
2051,2025-06-07,Sky Shot 7 Shot,West TN,197,66488,16431,Aerial,Erode,Dealer,25,Phone/WhatsApp,Cash
2702,2025-06-07,Multi Shot 30 Shot,Chennai,3,3420,870,Aerial,Chennai,Retail,5,Shop,Cash
2480,2025-06-08,Family Gift Box,South TN,27,35640,10348,Gift Box,Virudhunagar,Gifting,12,Phone/WhatsApp,UPI
3422,2025-06-08,Bijili Crackers (100),Chennai,5,594,156,Sound,Tambaram,Retail,1,Shop,Cash
2296,2025-06-09,Lakshmi Vedi (10 pcs),Other States,61,4502,1250,Sound,Bengaluru,Wholesale,18,Shop,UPI
3374,2025-06-09,Ground Chakkar (10 pcs),Other States,43,4575,1342,Ground,Vijayawada,Wholesale,24,Shop,UPI
2629,2025-06-10,Multi Shot 30 Shot,South TN,36,37584,8768,Aerial,Thoothukudi,Gifting,13,Shop,UPI
2865,2025-06-10,Family Gift Box,South TN,7,8295,1893,Gift Box,Ramanathapuram,Wholesale,21,Shop,Cash
2283,2025-06-11,Sparklers (10 pcs),South TN,5,297,102,Sparklers,Ramanathapuram,Retail,1,Shop,Cash
2394,2025-06-12,Flower Pots (5 pcs),West TN,4,684,223,Ground,Tiruppur,Retail,5,Phone/WhatsApp,Cash
2817,2025-06-13,Bijili Crackers (100),Other States,6,691,182,Sound,Vijayawada,Retail,4,Shop,Card
3494,2025-06-15,Family Gift Box,West TN,5,7425,2136,Gift Box,Coimbatore,Retail,1,Shop,UPI
2317,2025-06-16,Rockets (10 pcs),South TN,1,209,62,Aerial,Virudhunagar,Retail,5,Shop,UPI
2776,2025-06-16,Sparklers (10 pcs),West TN,16,816,289,Sparklers,Erode,Gifting,15,Shop,Cash
2895,2025-06-16,Bijili Crackers (100),North TN,1,118,32,Sound,Vellore,Retail,2,Shop,Credit
3006,2025-06-19,Sparklers (10 pcs),South TN,3,178,59,Sparklers,Virudhunagar,Retail,1,Shop,UPI
3049,2025-06-19,Deluxe Gift Box,Chennai,1,3465,999,Gift Box,Avadi,Retail,1,Phone/WhatsApp,UPI
2984,2025-06-21,Rockets (10 pcs),South TN,6,1280,388,Aerial,Thoothukudi,Retail,3,Phone/WhatsApp,Card
2050,2025-06-24,Bijili Crackers (100),West TN,46,4692,1436,Sound,Coimbatore,Wholesale,15,Shop,UPI
2285,2025-06-24,Bijili Crackers (100),South TN,2,230,76,Sound,Tirunelveli,Retail,4,Shop,UPI
2959,2025-06-24,Lakshmi Vedi (10 pcs),West TN,2,176,48,Sound,Salem,Retail,2,Shop,Card
3423,2025-06-24,Flower Pots (5 pcs),Chennai,60,8640,2251,Ground,Avadi,Wholesale,20,Phone/WhatsApp,UPI
2498,2025-06-27,Fancy Fountain,Chennai,3,1018,293,Fancy,Chennai,Retail,3,Shop,UPI
3299,2025-06-27,Sparklers (10 pcs),South TN,64,3187,1106,Sparklers,Tirunelveli,Wholesale,17,Shop,UPI
2003,2025-06-28,Deluxe Gift Box,North TN,30,93450,22268,Gift Box,Trichy,Gifting,11,Phone/WhatsApp,Cash
2048,2025-07-01,Lakshmi Vedi (10 pcs),Other States,6,524,139,Sound,Vijayawada,Retail,3,Shop,Cash
3180,2025-07-01,Fancy Fountain,West TN,2,672,184,Fancy,Tiruppur,Retail,4,Shop,UPI
2862,2025-07-02,Sky Shot 7 Shot,Chennai,31,10602,2432,Aerial,Tambaram,Wholesale,24,Shop,UPI
3098,2025-07-02,Rockets (10 pcs),Chennai,2,422,142,Aerial,Tambaram,Retail,4,Online,UPI
2705,2025-07-03,Multi Shot 30 Shot,North TN,4,4560,1218,Aerial,Trichy,Retail,5,Phone/WhatsApp,Card
2463,2025-07-05,Ground Chakkar (10 pcs),Chennai,147,15847,4332,Ground,Chennai,Dealer,23,Shop,UPI
2663,2025-07-05,Atom Bomb (10 pcs),Other States,63,7963,1857,Sound,Kochi,Wholesale,21,Shop,UPI
2644,2025-07-06,Bijili Crackers (100),North TN,38,4058,1095,Sound,Thanjavur,Gifting,11,Shop,Cash
2270,2025-07-08,Lakshmi Vedi (10 pcs),South TN,67,4342,1001,Sound,Ramanathapuram,Dealer,28,Shop,UPI
2299,2025-07-09,Ground Chakkar (10 pcs),South TN,3,416,117,Ground,Virudhunagar,Retail,1,Phone/WhatsApp,UPI
3024,2025-07-09,Rockets (10 pcs),West TN,25,4510,1207,Aerial,Salem,Wholesale,18,Shop,Cash
3038,2025-07-10,Lakshmi Vedi (10 pcs),South TN,1,89,27,Sound,Virudhunagar,Retail,1,Shop,UPI
3467,2025-07-10,Sky Shot 7 Shot,South TN,6,2565,683,Aerial,Madurai,Retail,5,Shop,UPI
3327,2025-07-11,Family Gift Box,North TN,6,8640,2325,Gift Box,Thanjavur,Retail,4,Phone/WhatsApp,UPI
2821,2025-07-12,Lakshmi Vedi (10 pcs),Other States,2,175,43,Sound,Vijayawada,Retail,3,Shop,UPI
2102,2025-07-13,Family Gift Box,West TN,4,5700,1675,Gift Box,Coimbatore,Retail,5,Phone/WhatsApp,Cash
2715,2025-07-14,Family Gift Box,Chennai,34,37740,9911,Gift Box,Kancheepuram,Dealer,26,Phone/WhatsApp,Card
2170,2025-07-15,Flower Pots (5 pcs),Chennai,147,20374,6125,Ground,Kancheepuram,Dealer,23,Shop,UPI
3370,2025-07-17,Sky Shot 7 Shot,West TN,2,873,266,Aerial,Erode,Retail,3,Shop,Cash
2004,2025-07-18,Sparklers (10 pcs),South TN,55,2475,640,Sparklers,Ramanathapuram,Wholesale,25,Shop,UPI
3273,2025-07-19,Flower Pots (5 pcs),Other States,1,178,59,Ground,Hyderabad,Retail,1,Shop,Card
3035,2025-07-21,Rockets (10 pcs),South TN,1,213,76,Aerial,Tirunelveli,Retail,3,Online,Cash
3007,2025-07-22,Sky Shot 7 Shot,Chennai,21,7749,1687,Aerial,Chennai,Wholesale,18,Phone/WhatsApp,UPI
2485,2025-07-24,Lakshmi Vedi (10 pcs),West TN,74,5128,1343,Sound,Erode,Wholesale,23,Shop,Cash
2067,2025-07-25,Flower Pots (5 pcs),West TN,67,9889,3221,Ground,Erode,Wholesale,18,Shop,UPI
2415,2025-07-26,Rockets (10 pcs),South TN,2,422,127,Aerial,Thoothukudi,Retail,4,Shop,UPI
2551,2025-07-26,Ground Chakkar (10 pcs),North TN,184,18547,5915,Ground,Cuddalore,Dealer,28,Phone/WhatsApp,Card
2891,2025-07-26,Kids Special Pack,Chennai,1,480,183,Gift Box,Tambaram,Retail,4,Shop,UPI
2842,2025-07-27,Ground Chakkar (10 pcs),Chennai,3,420,158,Ground,Chennai,Retail,0,Shop,UPI
2100,2025-07-29,Deluxe Gift Box,South TN,1,3360,882,Gift Box,Virudhunagar,Retail,4,Shop,UPI
2434,2025-07-29,Fancy Fountain,South TN,50,13300,3387,Fancy,Tirunelveli,Wholesale,24,Shop,Cash
2818,2025-07-29,Sparklers (10 pcs),North TN,183,7576,2314,Sparklers,Cuddalore,Dealer,31,Online,Cash
3214,2025-07-29,Bijili Crackers (100),South TN,75,6840,1588,Sound,Thoothukudi,Wholesale,24,Phone/WhatsApp,Card
2216,2025-07-30,Fancy Fountain,Other States,3,1040,316,Fancy,Hyderabad,Retail,1,Phone/WhatsApp,UPI
2535,2025-07-30,Bijili Crackers (100),South TN,74,7459,1992,Sound,Madurai,Wholesale,16,Shop,UPI
3406,2025-07-31,Lakshmi Vedi (10 pcs),North TN,2,178,51,Sound,Cuddalore,Retail,1,Phone/WhatsApp,Card
3449,2025-07-31,Family Gift Box,South TN,40,43200,10303,Gift Box,Thoothukudi,Dealer,28,Phone/WhatsApp,UPI
2092,2025-08-01,Sparklers (10 pcs),South TN,2,118,43,Sparklers,Virudhunagar,Retail,2,Shop,Cash
2225,2025-08-01,Rockets (10 pcs),South TN,4,845,295,Aerial,Virudhunagar,Retail,4,Shop,UPI
2248,2025-08-01,Deluxe Gift Box,Chennai,1,3430,805,Gift Box,Chennai,Retail,2,Phone/WhatsApp,UPI
2265,2025-08-01,Lakshmi Vedi (10 pcs),Chennai,4,349,119,Sound,Tambaram,Retail,3,Shop,Cash
2294,2025-08-01,Fancy Fountain,North TN,2,672,225,Fancy,Thanjavur,Retail,4,Phone/WhatsApp,Cash
2406,2025-08-01,Sparklers (10 pcs),South TN,22,1135,323,Sparklers,Tirunelveli,Gifting,14,Shop,Cash
2441,2025-08-01,Kids Special Pack,West TN,38,14440,3655,Gift Box,Tiruppur,Wholesale,24,Phone/WhatsApp,Cash
2954,2025-08-01,Multi Shot 30 Shot,Other States,4,4752,1303,Aerial,Bengaluru,Retail,1,Phone/WhatsApp,UPI
3060,2025-08-01,Multi Shot 30 Shot,Chennai,10,9600,2647,Aerial,Avadi,Wholesale,20,Shop,Card
3493,2025-08-01,Ground Chakkar (10 pcs),South TN,1,139,51,Ground,Thoothukudi,Retail,1,Shop,UPI
2214,2025-08-02,Kids Special Pack,Other States,3,1470,579,Gift Box,Bengaluru,Retail,2,Phone/WhatsApp,UPI
2268,2025-08-02,Deluxe Gift Box,Chennai,1,3465,829,Gift Box,Chennai,Retail,1,Shop,Cash
3050,2025-08-02,Lakshmi Vedi (10 pcs),South TN,2,173,45,Sound,Virudhunagar,Retail,4,Shop,Cash
3154,2025-08-02,Flower Pots (5 pcs),Other States,6,1069,313,Ground,Kochi,Retail,1,Shop,UPI
2703,2025-08-03,Multi Shot 30 Shot,Other States,1,1152,304,Aerial,Hyderabad,Retail,4,Shop,Cash
3489,2025-08-03,Lakshmi Vedi (10 pcs),Other States,3,262,81,Sound,Vijayawada,Retail,3,Shop,UPI
2015,2025-08-04,Rockets (10 pcs),South TN,60,11088,3213,Aerial,Virudhunagar,Wholesale,16,Phone/WhatsApp,Cash
2040,2025-08-04,Bijili Crackers (100),South TN,111,9457,2704,Sound,Madurai,Dealer,28,Online,Card
2402,2025-08-04,Ground Chakkar (10 pcs),North TN,50,5530,1817,Ground,Thanjavur,Wholesale,21,Shop,Cash
2617,2025-08-04,Bijili Crackers (100),South TN,35,3192,709,Sound,Virudhunagar,Wholesale,24,Shop,UPI
3170,2025-08-04,Atom Bomb (10 pcs),South TN,2,307,91,Sound,Thoothukudi,Retail,4,Phone/WhatsApp,Credit
2068,2025-08-05,Atom Bomb (10 pcs),South TN,178,21075,4466,Sound,Tirunelveli,Dealer,26,Phone/WhatsApp,Cash
2340,2025-08-05,Flower Pots (5 pcs),South TN,5,855,276,Ground,Tirunelveli,Retail,5,Shop,UPI
2542,2025-08-05,Sky Shot 7 Shot,Other States,1,446,154,Aerial,Vijayawada,Retail,1,Phone/WhatsApp,UPI
2554,2025-08-05,Sparklers (10 pcs),South TN,25,1260,384,Sparklers,Tirunelveli,Wholesale,16,Shop,UPI
2584,2025-08-05,Sky Shot 7 Shot,West TN,33,12771,3590,Aerial,Salem,Gifting,14,Shop,Cash
2664,2025-08-05,Multi Shot 30 Shot,North TN,5,4800,1003,Aerial,Trichy,Wholesale,20,Phone/WhatsApp,UPI
2706,2025-08-05,Sparklers (10 pcs),South TN,163,6748,2039,Sparklers,Ramanathapuram,Dealer,31,Phone/WhatsApp,Card
3232,2025-08-05,Sparklers (10 pcs),West TN,12,612,187,Sparklers,Erode,Gifting,15,Shop,Cash
2046,2025-08-06,Sparklers (10 pcs),South TN,70,3234,1148,Sparklers,Tirunelveli,Dealer,23,Shop,UPI
2177,2025-08-06,Deluxe Gift Box,Chennai,1,3360,884,Gift Box,Tambaram,Retail,4,Online,Cash
2277,2025-08-06,Sparklers (10 pcs),West TN,116,5290,1643,Sparklers,Erode,Dealer,24,Shop,UPI
2549,2025-08-06,Rockets (10 pcs),Chennai,43,7757,2346,Aerial,Tambaram,Wholesale,18,Shop,Cash
2816,2025-08-06,Ground Chakkar (10 pcs),Chennai,1,134,37,Ground,Kancheepuram,Retail,4,Shop,Cash
2011,2025-08-07,Sky Shot 7 Shot,Chennai,33,13068,3969,Aerial,Tambaram,Gifting,12,Shop,Card
2095,2025-08-07,Sky Shot 7 Shot,Other States,6,2619,855,Aerial,Bengaluru,Retail,3,Shop,Card
2483,2025-08-07,Multi Shot 30 Shot,South TN,6,6840,1543,Aerial,Madurai,Retail,5,Shop,UPI
2728,2025-08-07,Bijili Crackers (100),North TN,69,7038,1915,Sound,Trichy,Wholesale,15,Online,UPI
2308,2025-08-08,Sky Shot 7 Shot,North TN,5,2160,628,Aerial,Thanjavur,Retail,4,Online,UPI
3387,2025-08-08,Kids Special Pack,Chennai,3,1455,510,Gift Box,Tambaram,Retail,3,Phone/WhatsApp,UPI
3496,2025-08-08,Fancy Fountain,West TN,23,6118,2025,Fancy,Erode,Wholesale,24,Phone/WhatsApp,Credit
2379,2025-08-09,Sparklers (10 pcs),Chennai,6,346,132,Sparklers,Avadi,Retail,4,Shop,Cash
2442,2025-08-09,Flower Pots (5 pcs),Other States,196,25402,7897,Ground,Kochi,Dealer,28,Online,Cash
3283,2025-08-09,Deluxe Gift Box,South TN,44,106260,21046,Gift Box,Virudhunagar,Dealer,31,Shop,UPI
3325,2025-08-09,Rockets (10 pcs),Chennai,3,640,215,Aerial,Kancheepuram,Retail,3,Shop,UPI
2623,2025-08-10,Sky Shot 7 Shot,Other States,3,1282,397,Aerial,Vijayawada,Retail,5,Shop,Card
2907,2025-08-10,Fancy Fountain,South TN,4,1386,402,Fancy,Ramanathapuram,Retail,1,Shop,UPI
3206,2025-08-10,Flower Pots (5 pcs),North TN,168,23587,7328,Ground,Thanjavur,Dealer,22,Phone/WhatsApp,Card
2200,2025-08-11,Bijili Crackers (100),Other States,1,119,34,Sound,Bengaluru,Retail,1,Online,UPI
3331,2025-08-11,Kids Special Pack,Chennai,6,2940,1005,Gift Box,Tambaram,Retail,2,Phone/WhatsApp,UPI
3367,2025-08-11,Sky Shot 7 Shot,West TN,5,2228,658,Aerial,Tiruppur,Retail,1,Shop,UPI
2109,2025-08-12,Ground Chakkar (10 pcs),West TN,1,139,51,Ground,Salem,Retail,1,Phone/WhatsApp,Cash
2446,2025-08-12,Flower Pots (5 pcs),Chennai,2,346,125,Ground,Chennai,Retail,4,Phone/WhatsApp,Cash
2425,2025-08-14,Atom Bomb (10 pcs),West TN,61,8198,2044,Sound,Erode,Wholesale,16,Online,Cash
2849,2025-08-14,Ground Chakkar (10 pcs),North TN,37,4714,1454,Ground,Vellore,Gifting,9,Shop,UPI
2399,2025-08-15,Kids Special Pack,North TN,1,500,190,Gift Box,Thanjavur,Retail,0,Shop,Cash
2586,2025-08-15,Lakshmi Vedi (10 pcs),North TN,31,2455,671,Sound,Thanjavur,Gifting,12,Phone/WhatsApp,Cash
2741,2025-08-15,Sky Shot 7 Shot,South TN,80,30240,6832,Aerial,Tirunelveli,Wholesale,16,Phone/WhatsApp,Cash
2864,2025-08-15,Sky Shot 7 Shot,South TN,4,1782,540,Aerial,Tirunelveli,Retail,1,Shop,UPI
2974,2025-08-15,Atom Bomb (10 pcs),Chennai,5,792,274,Sound,Kancheepuram,Retail,1,Shop,Cash
3342,2025-08-15,Lakshmi Vedi (10 pcs),Chennai,178,12015,3331,Sound,Chennai,Dealer,25,Shop,Cash
2154,2025-08-16,Flower Pots (5 pcs),South TN,1,171,47,Ground,Thoothukudi,Retail,5,Phone/WhatsApp,UPI
2217,2025-08-16,Rockets (10 pcs),South TN,69,12448,4163,Aerial,Thoothukudi,Wholesale,18,Online,UPI
2223,2025-08-16,Sparklers (10 pcs),Other States,18,950,323,Sparklers,Bengaluru,Gifting,12,Shop,UPI
2395,2025-08-16,Sparklers (10 pcs),North TN,1,57,20,Sparklers,Vellore,Retail,5,Phone/WhatsApp,UPI
2730,2025-08-16,Flower Pots (5 pcs),North TN,119,14566,4121,Ground,Cuddalore,Dealer,32,Phone/WhatsApp,Card
2017,2025-08-17,Rockets (10 pcs),West TN,47,8065,2307,Aerial,Erode,Wholesale,22,Phone/WhatsApp,UPI
2675,2025-08-17,Sparklers (10 pcs),South TN,24,1195,358,Sparklers,Madurai,Wholesale,17,Phone/WhatsApp,Cash
2880,2025-08-17,Rockets (10 pcs),South TN,6,1280,453,Aerial,Tirunelveli,Retail,3,Shop,UPI
3103,2025-08-17,Flower Pots (5 pcs),North TN,2,356,128,Ground,Cuddalore,Retail,1,Shop,Cash
3239,2025-08-17,Family Gift Box,Other States,5,6000,1547,Gift Box,Kochi,Wholesale,20,Shop,Cash
2025,2025-08-18,Fancy Fountain,South TN,44,12166,3778,Fancy,Tirunelveli,Wholesale,21,Shop,Card
3163,2025-08-18,Kids Special Pack,Chennai,2,960,331,Gift Box,Kancheepuram,Retail,4,Phone/WhatsApp,UPI
3351,2025-08-18,Family Gift Box,West TN,1,1440,365,Gift Box,Erode,Retail,4,Shop,Cash
2103,2025-08-19,Rockets (10 pcs),West TN,4,871,328,Aerial,Coimbatore,Retail,1,Shop,UPI
2353,2025-08-19,Bijili Crackers (100),Chennai,1,119,31,Sound,Avadi,Retail,1,Shop,Card
2357,2025-08-19,Rockets (10 pcs),Other States,5,1089,360,Aerial,Vijayawada,Retail,1,Shop,Cash
2518,2025-08-19,Family Gift Box,West TN,7,8820,1983,Gift Box,Salem,Wholesale,16,Shop,UPI
2650,2025-08-19,Sky Shot 7 Shot,Chennai,2,882,218,Aerial,Chennai,Retail,2,Online,Cash
3418,2025-08-19,Bijili Crackers (100),South TN,1,115,36,Sound,Thoothukudi,Retail,4,Phone/WhatsApp,Cash
2018,2025-08-20,Rockets (10 pcs),West TN,42,7854,2566,Aerial,Salem,Wholesale,15,Phone/WhatsApp,Cash
2080,2025-08-20,Family Gift Box,Chennai,1,1425,360,Gift Box,Chennai,Retail,5,Phone/WhatsApp,Card
2325,2025-08-20,Lakshmi Vedi (10 pcs),Chennai,75,5468,1424,Sound,Tambaram,Wholesale,19,Shop,UPI
2808,2025-08-20,Bijili Crackers (100),South TN,4,461,117,Sound,Madurai,Retail,4,Phone/WhatsApp,Cash
2893,2025-08-20,Family Gift Box,South TN,6,8730,2204,Gift Box,Tirunelveli,Retail,3,Shop,UPI
2398,2025-08-21,Atom Bomb (10 pcs),West TN,4,614,196,Sound,Tiruppur,Retail,4,Shop,Card
2503,2025-08-21,Family Gift Box,North TN,1,1485,373,Gift Box,Vellore,Retail,1,Shop,Cash
2577,2025-08-21,Multi Shot 30 Shot,South TN,2,2376,595,Aerial,Thoothukudi,Retail,1,Online,UPI
3307,2025-08-21,Bijili Crackers (100),South TN,3,349,94,Sound,Thoothukudi,Retail,3,Shop,Cash
3419,2025-08-21,Bijili Crackers (100),South TN,2,235,60,Sound,Thoothukudi,Retail,2,Shop,Cash
3425,2025-08-21,Kids Special Pack,North TN,21,8820,3239,Gift Box,Cuddalore,Wholesale,16,Shop,Cash
2602,2025-08-22,Lakshmi Vedi (10 pcs),South TN,20,1494,352,Sound,Ramanathapuram,Wholesale,17,Shop,Cash
3486,2025-08-22,Kids Special Pack,Other States,4,1940,697,Gift Box,Kochi,Retail,3,Shop,UPI
2316,2025-08-23,Bijili Crackers (100),North TN,3,346,106,Sound,Thanjavur,Retail,4,Phone/WhatsApp,UPI
3017,2025-08-23,Bijili Crackers (100),North TN,31,2976,710,Sound,Cuddalore,Wholesale,20,Shop,UPI
3147,2025-08-23,Flower Pots (5 pcs),South TN,74,10523,2838,Ground,Madurai,Wholesale,21,Shop,Cash
2290,2025-08-24,Sparklers (10 pcs),Chennai,32,1613,524,Sparklers,Kancheepuram,Wholesale,16,Shop,UPI
2572,2025-08-24,Ground Chakkar (10 pcs),South TN,38,4575,1553,Ground,Ramanathapuram,Gifting,14,Shop,UPI
2608,2025-08-24,Sparklers (10 pcs),Chennai,4,238,81,Sparklers,Avadi,Retail,1,Shop,UPI
2832,2025-08-24,Flower Pots (5 pcs),West TN,5,891,303,Ground,Erode,Retail,1,Shop,UPI
2111,2025-08-25,Atom Bomb (10 pcs),West TN,4,627,160,Sound,Erode,Retail,2,Shop,UPI
2478,2025-08-25,Lakshmi Vedi (10 pcs),West TN,1,89,31,Sound,Coimbatore,Retail,1,Shop,UPI
2494,2025-08-25,Sparklers (10 pcs),North TN,4,238,92,Sparklers,Vellore,Retail,1,Shop,UPI
2556,2025-08-25,Lakshmi Vedi (10 pcs),Other States,5,436,147,Sound,Hyderabad,Retail,3,Online,Cash
3058,2025-08-25,Ground Chakkar (10 pcs),Chennai,2,272,84,Ground,Chennai,Retail,3,Phone/WhatsApp,Cash
3127,2025-08-25,Sky Shot 7 Shot,South TN,6,2619,696,Aerial,Tirunelveli,Retail,3,Shop,UPI
3162,2025-08-25,Flower Pots (5 pcs),Chennai,1,173,58,Ground,Tambaram,Retail,4,Online,Cash
3490,2025-08-25,Multi Shot 30 Shot,North TN,2,2352,615,Aerial,Trichy,Retail,2,Phone/WhatsApp,Cash
2748,2025-08-26,Atom Bomb (10 pcs),Other States,4,634,164,Sound,Bengaluru,Retail,1,Shop,Cash
2756,2025-08-26,Lakshmi Vedi (10 pcs),South TN,2,173,57,Sound,Ramanathapuram,Retail,4,Shop,UPI
2147,2025-08-27,Ground Chakkar (10 pcs),Chennai,33,3604,1002,Ground,Kancheepuram,Wholesale,22,Shop,Card
2435,2025-08-27,Deluxe Gift Box,South TN,1,3325,856,Gift Box,Virudhunagar,Retail,5,Phone/WhatsApp,Card
2698,2025-08-27,Ground Chakkar (10 pcs),Chennai,115,11914,3382,Ground,Avadi,Dealer,26,Shop,UPI
2946,2025-08-27,Sparklers (10 pcs),West TN,72,3067,882,Sparklers,Erode,Dealer,28,Shop,Cash
3012,2025-08-27,Bijili Crackers (100),West TN,60,5472,1312,Sound,Tiruppur,Wholesale,24,Shop,UPI
2718,2025-08-28,Fancy Fountain,Chennai,2,679,190,Fancy,Tambaram,Retail,3,Online,UPI
